0000100000001,1,12, 15, 
0000100000001,2,18,
0000100000001,2,18, 24, 25, 33, 35, 40, 
0000100000001,3,34,
0000100000001,3,49, 
0000100000001,4,39,
0000100000001,4,46, 
0000010000001,0,12,
0000010000001,0,1, 
0000010000001,1,44,
0000010000001,1,8, 
0000001000001,0,0,
0000001000001,0,14, 37, 
0000001000001,1,4,
0000001000001,1,19, 
0000001000001,2,5,
0000001000001,2,7, 
0000001000001,3,7,
0000001000001,3,14, 37, 
0000001000001,4,8,
0000001000001,4,7, 
0000001000001,5,9,
0000001000001,5,7, 
0000001000001,6,12,
0000001000001,6,20, 28, 
0000001000001,7,16,
0000001000001,7,20, 28, 
0000001000001,8,18,
0000001000001,8,20, 28, 
0000001000001,9,20,
0000001000001,9,14, 37, 
0000001000001,10,21,
0000001000001,10,20, 28, 
0000001000001,11,22,
0000001000001,11,7, 
0000001000001,12,25,
0000001000001,12,7, 
0000001000001,13,28,
0000001000001,13,14, 37, 
0000001000001,14,32,
0000001000001,14,20, 28, 
0000001000001,15,36,
0000001000001,15,20, 28, 
0000001000001,16,37,
0000001000001,16,20, 28, 
0000001000001,17,38,
0000001000001,17,7, 
0000001000001,18,39,
0000001000001,18,7, 
0000001000001,19,40,
0000001000001,19,20, 28, 
0000001000001,20,44,
0000001000001,20,20, 28, 
0000001000001,21,46,
0000001000001,21,14, 37, 
0000001000001,22,47,
0000001000001,22,7, 
0000000010001,0,1,
0000000010001,0,48, 
0000000010001,1,5,
0000000010001,1,48, 
0000000010001,2,11,
0000000010001,2,1, 
0000000010001,3,23,
0000000010001,3,16, 
0000000010001,4,39,
0000000010001,4,47, 
0000000001001,0,2,
0000000001001,0,18, 24, 25, 33, 35, 40, 
0000000001001,1,6,
0000000001001,1,2, 
0000000001001,2,16,
0000000001001,2,2, 
0000000001001,3,41,
0000000001001,3,20, 28, 
0000000001001,4,48,
0000000001001,4,18, 24, 25, 33, 35, 40, 
0000000000101,0,36,
0000000000101,0,23, 38, 
0000000000011,0,22,
0000000000011,0,12, 15, 
0000000000011,1,27,
0000000000011,1,7, 
0000100000011,0,12,22,
0000100000011,0,12, 15, 
0000001000011,0,5,27,
0000001000011,0,7, 
0000001000011,1,8,27,
0000001000011,1,7, 
0000001000011,2,9,27,
0000001000011,2,7, 
0000001000011,3,22,27,
0000001000011,3,7, 
0000001000011,4,25,27,
0000001000011,4,7, 
0000001000011,5,38,27,
0000001000011,5,7, 
0000001000011,6,39,27,
0000001000011,6,7, 
0000001000011,7,47,27,
0000001000011,7,7, 
