Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00      59/59          void std::vector<cmbr, std::allocator<cmbr> >::_M_realloc_insert<cmbr const&>(__gnu_cxx::__normal_iterator<cmbr*, std::vector<cmbr, std::allocator<cmbr> > >, cmbr const&) [97]
[521]    0.0    0.00    0.00      59         std::vector<cmbr, std::allocator<cmbr> >::_M_check_len(unsigned int, char const*) const [521]
                0.00    0.00     236/1001        std::vector<cmbr, std::allocator<cmbr> >::size() const [398]
                0.00    0.00     118/118         std::vector<cmbr, std::allocator<cmbr> >::max_size() const [505]
                0.00    0.00      59/14412       unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [282]
-----------------------------------------------
                0.00    0.00      59/59          void std::vector<cmbr_comb, std::allocator<cmbr_comb> >::_M_realloc_insert<cmbr_comb const&>(__gnu_cxx::__normal_iterator<cmbr_comb*, std::vector<cmbr_comb, std::allocator<cmbr_comb> > >, cmbr_comb const&) [105]
[522]    0.0    0.00    0.00      59         std::vector<cmbr_comb, std::allocator<cmbr_comb> >::_M_check_len(unsigned int, char const*) const [522]
                0.00    0.00     236/734         std::vector<cmbr_comb, std::allocator<cmbr_comb> >::size() const [412]
                0.00    0.00     118/118         std::vector<cmbr_comb, std::allocator<cmbr_comb> >::max_size() const [506]
                0.00    0.00      59/14412       unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [282]
-----------------------------------------------
                0.00    0.00      59/59          void std::vector<cmbr, std::allocator<cmbr> >::_M_realloc_insert<cmbr const&>(__gnu_cxx::__normal_iterator<cmbr*, std::vector<cmbr, std::allocator<cmbr> > >, cmbr const&) [97]
[523]    0.0    0.00    0.00      59         std::_Vector_base<cmbr, std::allocator<cmbr> >::_M_allocate(unsigned int) [523]
                0.00    0.00      59/59          std::allocator_traits<std::allocator<cmbr> >::allocate(std::allocator<cmbr>&, unsigned int) [527]
-----------------------------------------------
                0.00    0.00      59/59          void std::vector<cmbr, std::allocator<cmbr> >::_M_realloc_insert<cmbr const&>(__gnu_cxx::__normal_iterator<cmbr*, std::vector<cmbr, std::allocator<cmbr> > >, cmbr const&) [97]
[524]    0.0    0.00    0.00      59         std::_Vector_base<cmbr, std::allocator<cmbr> >::_M_deallocate(cmbr*, unsigned int) [524]
                0.00    0.00      47/47          std::allocator_traits<std::allocator<cmbr> >::deallocate(std::allocator<cmbr>&, cmbr*, unsigned int) [536]
-----------------------------------------------
                0.00    0.00      59/59          void std::vector<cmbr_comb, std::allocator<cmbr_comb> >::_M_realloc_insert<cmbr_comb const&>(__gnu_cxx::__normal_iterator<cmbr_comb*, std::vector<cmbr_comb, std::allocator<cmbr_comb> > >, cmbr_comb const&) [105]
[525]    0.0    0.00    0.00      59         std::_Vector_base<cmbr_comb, std::allocator<cmbr_comb> >::_M_allocate(unsigned int) [525]
                0.00    0.00      59/59          std::allocator_traits<std::allocator<cmbr_comb> >::allocate(std::allocator<cmbr_comb>&, unsigned int) [528]
-----------------------------------------------
                0.00    0.00      59/59          void std::vector<cmbr_comb, std::allocator<cmbr_comb> >::_M_realloc_insert<cmbr_comb const&>(__gnu_cxx::__normal_iterator<cmbr_comb*, std::vector<cmbr_comb, std::allocator<cmbr_comb> > >, cmbr_comb const&) [105]
[526]    0.0    0.00    0.00      59         std::_Vector_base<cmbr_comb, std::allocator<cmbr_comb> >::_M_deallocate(cmbr_comb*, unsigned int) [526]
                0.00    0.00      47/47          std::allocator_traits<std::allocator<cmbr_comb> >::deallocate(std::allocator<cmbr_comb>&, cmbr_comb*, unsigned int) [537]
-----------------------------------------------
                0.00    0.00      59/59          std::_Vector_base<cmbr, std::allocator<cmbr> >::_M_allocate(unsigned int) [523]
[527]    0.0    0.00    0.00      59         std::allocator_traits<std::allocator<cmbr> >::allocate(std::allocator<cmbr>&, unsigned int) [527]
                0.00    0.00      59/59          __gnu_cxx::new_allocator<cmbr>::allocate(unsigned int, void const*) [517]
-----------------------------------------------
                0.00    0.00      59/59          std::_Vector_base<cmbr_comb, std::allocator<cmbr_comb> >::_M_allocate(unsigned int) [525]
[528]    0.0    0.00    0.00      59         std::allocator_traits<std::allocator<cmbr_comb> >::allocate(std::allocator<cmbr_comb>&, unsigned int) [528]
                0.00    0.00      59/59          __gnu_cxx::new_allocator<cmbr_comb>::allocate(unsigned int, void const*) [518]
-----------------------------------------------
                0.00    0.00      59/59          std::vector<cmbr, std::allocator<cmbr> >::push_back(cmbr const&) [64]
[529]    0.0    0.00    0.00      59         std::vector<cmbr, std::allocator<cmbr> >::end() [529]
                0.00    0.00      59/118         __gnu_cxx::__normal_iterator<cmbr*, std::vector<cmbr, std::allocator<cmbr> > >::__normal_iterator(cmbr* const&) [501]
-----------------------------------------------
                0.00    0.00      59/59          void std::vector<cmbr, std::allocator<cmbr> >::_M_realloc_insert<cmbr const&>(__gnu_cxx::__normal_iterator<cmbr*, std::vector<cmbr, std::allocator<cmbr> > >, cmbr const&) [97]
[530]    0.0    0.00    0.00      59         std::vector<cmbr, std::allocator<cmbr> >::begin() [530]
                0.00    0.00      59/118         __gnu_cxx::__normal_iterator<cmbr*, std::vector<cmbr, std::allocator<cmbr> > >::__normal_iterator(cmbr* const&) [501]
-----------------------------------------------
                0.00    0.00      59/59          std::vector<cmbr_comb, std::allocator<cmbr_comb> >::push_back(cmbr_comb const&) [77]
[531]    0.0    0.00    0.00      59         std::vector<cmbr_comb, std::allocator<cmbr_comb> >::end() [531]
                0.00    0.00      59/118         __gnu_cxx::__normal_iterator<cmbr_comb*, std::vector<cmbr_comb, std::allocator<cmbr_comb> > >::__normal_iterator(cmbr_comb* const&) [502]
-----------------------------------------------
                0.00    0.00      59/59          void std::vector<cmbr_comb, std::allocator<cmbr_comb> >::_M_realloc_insert<cmbr_comb const&>(__gnu_cxx::__normal_iterator<cmbr_comb*, std::vector<cmbr_comb, std::allocator<cmbr_comb> > >, cmbr_comb const&) [105]
[532]    0.0    0.00    0.00      59         std::vector<cmbr_comb, std::allocator<cmbr_comb> >::begin() [532]
                0.00    0.00      59/118         __gnu_cxx::__normal_iterator<cmbr_comb*, std::vector<cmbr_comb, std::allocator<cmbr_comb> > >::__normal_iterator(cmbr_comb* const&) [502]
-----------------------------------------------
                0.00    0.00      13/52          std::vector<mbr, std::allocator<mbr> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >, std::vector<mbr, std::allocator<mbr> >*>(__gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >, __gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >, std::vector<mbr, std::allocator<mbr> >*) [155]
                0.00    0.00      13/52          std::vector<mbr, std::allocator<mbr> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<mbr, std::allocator<mbr> >*, unsigned int>(std::vector<mbr, std::allocator<mbr> >*, unsigned int) [583]
                0.00    0.00      26/52          void std::_Destroy_aux<false>::__destroy<std::vector<mbr, std::allocator<mbr> >*>(std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> >*) [557]
[533]    0.0    0.00    0.00      52         std::vector<mbr, std::allocator<mbr> >* std::__addressof<std::vector<mbr, std::allocator<mbr> > >(std::vector<mbr, std::allocator<mbr> >&) [533]
-----------------------------------------------
                0.00    0.00      47/47          std::allocator_traits<std::allocator<cmbr> >::deallocate(std::allocator<cmbr>&, cmbr*, unsigned int) [536]
[534]    0.0    0.00    0.00      47         __gnu_cxx::new_allocator<cmbr>::deallocate(cmbr*, unsigned int) [534]
-----------------------------------------------
                0.00    0.00      47/47          std::allocator_traits<std::allocator<cmbr_comb> >::deallocate(std::allocator<cmbr_comb>&, cmbr_comb*, unsigned int) [537]
[535]    0.0    0.00    0.00      47         __gnu_cxx::new_allocator<cmbr_comb>::deallocate(cmbr_comb*, unsigned int) [535]
-----------------------------------------------
                0.00    0.00      47/47          std::_Vector_base<cmbr, std::allocator<cmbr> >::_M_deallocate(cmbr*, unsigned int) [524]
[536]    0.0    0.00    0.00      47         std::allocator_traits<std::allocator<cmbr> >::deallocate(std::allocator<cmbr>&, cmbr*, unsigned int) [536]
                0.00    0.00      47/47          __gnu_cxx::new_allocator<cmbr>::deallocate(cmbr*, unsigned int) [534]
-----------------------------------------------
                0.00    0.00      47/47          std::_Vector_base<cmbr_comb, std::allocator<cmbr_comb> >::_M_deallocate(cmbr_comb*, unsigned int) [526]
[537]    0.0    0.00    0.00      47         std::allocator_traits<std::allocator<cmbr_comb> >::deallocate(std::allocator<cmbr_comb>&, cmbr_comb*, unsigned int) [537]
                0.00    0.00      47/47          __gnu_cxx::new_allocator<cmbr_comb>::deallocate(cmbr_comb*, unsigned int) [535]
-----------------------------------------------
                0.00    0.00      28/28          bool __gnu_cxx::operator!=<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >(__gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > > const&) [540]
[538]    0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >::base() const [538]
-----------------------------------------------
                0.00    0.00      26/26          void std::_Destroy_aux<false>::__destroy<std::vector<mbr, std::allocator<mbr> >*>(std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> >*) [557]
[539]    0.0    0.00    0.00      26         void std::_Destroy<std::vector<mbr, std::allocator<mbr> > >(std::vector<mbr, std::allocator<mbr> >*) [539]
                0.00    0.00      26/1489        std::vector<mbr, std::allocator<mbr> >::~vector() [377]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<mbr, std::allocator<mbr> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >, std::vector<mbr, std::allocator<mbr> >*>(__gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >, __gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >, std::vector<mbr, std::allocator<mbr> >*) [155]
[540]    0.0    0.00    0.00      14         bool __gnu_cxx::operator!=<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >(__gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > > const&) [540]
                0.00    0.00      28/28          __gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >::base() const [538]
-----------------------------------------------
                0.00    0.00      13/13          std::vector<mbr, std::allocator<mbr> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >, std::vector<mbr, std::allocator<mbr> >*>(__gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >, __gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >, std::vector<mbr, std::allocator<mbr> >*) [155]
[541]    0.0    0.00    0.00      13         __gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >::operator++() [541]
-----------------------------------------------
                0.00    0.00      13/13          std::vector<mbr, std::allocator<mbr> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >, std::vector<mbr, std::allocator<mbr> >*>(__gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >, __gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >, std::vector<mbr, std::allocator<mbr> >*) [155]
[542]    0.0    0.00    0.00      13         __gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >::operator*() const [542]
-----------------------------------------------
                0.00    0.00      13/13          print_cmbr_map() [571]
[543]    0.0    0.00    0.00      13         std::vector<std::vector<cmbr_comb, std::allocator<cmbr_comb> >, std::allocator<std::vector<cmbr_comb, std::allocator<cmbr_comb> > > >::size() const [543]
-----------------------------------------------
                0.00    0.00      13/13          std::vector<mbr, std::allocator<mbr> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<mbr, std::allocator<mbr> >*, unsigned int>(std::vector<mbr, std::allocator<mbr> >*, unsigned int) [583]
[544]    0.0    0.00    0.00      13         void std::_Construct<std::vector<mbr, std::allocator<mbr> >>(std::vector<mbr, std::allocator<mbr> >*) [544]
                0.00    0.00      13/6412737     operator new(unsigned int, void*) [186]
                0.00    0.00      13/476         std::vector<mbr, std::allocator<mbr> >::vector() [444]
-----------------------------------------------
                0.00    0.00      13/13          void std::_Construct<std::vector<mbr, std::allocator<mbr> >, std::vector<mbr, std::allocator<mbr> > const&>(std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> > const&) [154]
[545]    0.0    0.00    0.00      13         std::vector<mbr, std::allocator<mbr> > const& std::forward<std::vector<mbr, std::allocator<mbr> > const&>(std::remove_reference<std::vector<mbr, std::allocator<mbr> > const&>::type&) [545]
-----------------------------------------------
                0.00    0.00      12/12          buildCMBRList(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >) [2]
[546]    0.0    0.00    0.00      12         cmbr_filter_layerwise(int) [546]
-----------------------------------------------
                0.00    0.00       2/4           std::allocator<std::vector<mbr, std::allocator<mbr> > >::~allocator() [555]
                0.00    0.00       2/4           std::allocator<std::vector<mbr, std::allocator<mbr> > >::~allocator() [556]
[547]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::~new_allocator() [547]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_default_initialize(unsigned int) [585]
                0.00    0.00       1/4           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::vector(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > const&) [156]
                0.00    0.00       2/4           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::~vector() [567]
[548]    0.0    0.00    0.00       4         std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_get_Tp_allocator() [548]
-----------------------------------------------
                0.00    0.00       1/3           std::allocator<std::vector<mbr, std::allocator<mbr> > >::allocator(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [579]
                0.00    0.00       2/3           std::allocator<std::vector<mbr, std::allocator<mbr> > >::allocator(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [554]
[549]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > > const&) [549]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<mbr, std::allocator<mbr> > > >::deallocate(std::allocator<std::vector<mbr, std::allocator<mbr> > >&, std::vector<mbr, std::allocator<mbr> >*, unsigned int) [565]
[550]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::deallocate(std::vector<mbr, std::allocator<mbr> >*, unsigned int) [550]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<mbr, std::allocator<mbr> > > >::allocate(std::allocator<std::vector<mbr, std::allocator<mbr> > >&, unsigned int) [566]
[551]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::allocate(unsigned int, void const*) [551]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::max_size() const [553]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::end() const [576]
                0.00    0.00       1/2           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::begin() const [578]
[552]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >::__normal_iterator(std::vector<mbr, std::allocator<mbr> > const* const&) [552]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::allocate(unsigned int, void const*) [551]
[553]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::max_size() const [553]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [559]
[554]    0.0    0.00    0.00       2         std::allocator<std::vector<mbr, std::allocator<mbr> > >::allocator(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [554]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > > const&) [549]
-----------------------------------------------
                0.00    0.00       1/2           getMBRList(table_row*) [177]
                0.00    0.00       1/2           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::vector(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > const&) [156]
[555]    0.0    0.00    0.00       2         std::allocator<std::vector<mbr, std::allocator<mbr> > >::~allocator() [555]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::~new_allocator() [547]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_Vector_impl::~_Vector_impl() [560]
[556]    0.0    0.00    0.00       2         std::allocator<std::vector<mbr, std::allocator<mbr> > >::~allocator() [556]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::~new_allocator() [547]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<std::vector<mbr, std::allocator<mbr> >*>(std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> >*) [568]
[557]    0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<std::vector<mbr, std::allocator<mbr> >*>(std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> >*) [557]
                0.00    0.00      26/52          std::vector<mbr, std::allocator<mbr> >* std::__addressof<std::vector<mbr, std::allocator<mbr> > >(std::vector<mbr, std::allocator<mbr> >&) [533]
                0.00    0.00      26/26          void std::_Destroy<std::vector<mbr, std::allocator<mbr> > >(std::vector<mbr, std::allocator<mbr> >*) [539]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_create_storage(unsigned int) [562]
[558]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_allocate(unsigned int) [558]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<mbr, std::allocator<mbr> > > >::allocate(std::allocator<std::vector<mbr, std::allocator<mbr> > >&, unsigned int) [566]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_Vector_base(unsigned int, std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [563]
[559]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [559]
                0.00    0.00       2/2           std::allocator<std::vector<mbr, std::allocator<mbr> > >::allocator(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [554]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::~_Vector_base() [564]
[560]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_Vector_impl::~_Vector_impl() [560]
                0.00    0.00       2/2           std::allocator<std::vector<mbr, std::allocator<mbr> > >::~allocator() [556]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::~_Vector_base() [564]
[561]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_deallocate(std::vector<mbr, std::allocator<mbr> >*, unsigned int) [561]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<mbr, std::allocator<mbr> > > >::deallocate(std::allocator<std::vector<mbr, std::allocator<mbr> > >&, std::vector<mbr, std::allocator<mbr> >*, unsigned int) [565]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_Vector_base(unsigned int, std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [563]
[562]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_create_storage(unsigned int) [562]
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_allocate(unsigned int) [558]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::vector(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > const&) [156]
                0.00    0.00       1/2           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::vector(unsigned int, std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [586]
[563]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_Vector_base(unsigned int, std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [563]
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [559]
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_create_storage(unsigned int) [562]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::~vector() [567]
[564]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::~_Vector_base() [564]
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_deallocate(std::vector<mbr, std::allocator<mbr> >*, unsigned int) [561]
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_Vector_impl::~_Vector_impl() [560]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_deallocate(std::vector<mbr, std::allocator<mbr> >*, unsigned int) [561]
[565]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<std::vector<mbr, std::allocator<mbr> > > >::deallocate(std::allocator<std::vector<mbr, std::allocator<mbr> > >&, std::vector<mbr, std::allocator<mbr> >*, unsigned int) [565]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::deallocate(std::vector<mbr, std::allocator<mbr> >*, unsigned int) [550]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_allocate(unsigned int) [558]
[566]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<std::vector<mbr, std::allocator<mbr> > > >::allocate(std::allocator<std::vector<mbr, std::allocator<mbr> > >&, unsigned int) [566]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::allocate(unsigned int, void const*) [551]
-----------------------------------------------
                0.00    0.00       1/2           main [1]
