Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     378/18551882     std::vector<int, std::allocator<int> >::operator[](unsigned int) [18]
                0.00    0.00      12/19768061     std::vector<int, std::allocator<int> >::size() const [45]
                0.00    0.00     189/2020        std::vector<std::vector<cmbr, std::allocator<cmbr> >, std::allocator<std::vector<cmbr, std::allocator<cmbr> > > >::operator[](unsigned int) [362]
                0.00    0.00     189/1030        std::vector<cmbr, std::allocator<cmbr> >::operator[](unsigned int) [397]
                0.00    0.00     189/2799651     std::vector<std::vector<cmbr_comb, std::allocator<cmbr_comb> >, std::allocator<std::vector<cmbr_comb, std::allocator<cmbr_comb> > > >::operator[](unsigned int) [192]
                0.00    0.00     189/2798928     std::vector<cmbr_comb, std::allocator<cmbr_comb> >::operator[](unsigned int) [193]
                0.00    0.00      12/492         std::common_type<std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> >, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> >, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > > const&) [436]
                0.00    0.00      12/492         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long long, std::ratio<1ll, 1000000ll> > >::value, std::chrono::duration<long long, std::ratio<1ll, 1000000ll> > >::type std::chrono::duration_cast<std::chrono::duration<long long, std::ratio<1ll, 1000000ll> >, long long, std::ratio<1ll, 1000000000ll> >(std::chrono::duration<long long, std::ratio<1ll, 1000000000ll> > const&) [432]
                0.00    0.00      12/492         std::chrono::duration<long long, std::ratio<1ll, 1000000ll> >::count() const [431]
                0.00    0.00      12/492         std::__cxx11::to_string(long long) [438]
                0.00    0.00      12/492         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [439]
-----------------------------------------------
                0.00    0.00    4195/4195        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [109]
[167]    0.0    0.00    0.00    4195         int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned int, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [167]
                0.00    0.00    4195/1096603     int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [35]
                0.00    0.00    4195/1103711     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned int) [217]
                0.00    0.00    4195/3192941     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [189]
-----------------------------------------------
                0.00    0.00     630/630         _fu1___ZSt4cout [6]
[168]    0.0    0.00    0.00     630         std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [168]
                0.00    0.00    1260/446632      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(int) const [71]
                0.00    0.00     630/334392      std::vector<int, std::allocator<int> >::begin() [75]
                0.00    0.00     630/630         std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [176]
                0.00    0.00    1260/98333       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [147]
                0.00    0.00     630/97703       std::vector<int, std::allocator<int> >::cbegin() const [151]
-----------------------------------------------
                0.00    0.00    1260/98333       _fu1___ZSt4cout [6]
                0.00    0.00   97073/98333       instanceCombinationBuild(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >) [5]
[169]    0.0    0.00    0.00   98333         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&) [169]
                0.00    0.00   98333/12342802     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [84]
-----------------------------------------------
                0.00    0.00     630/630         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__unique<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [42]
[170]    0.0    0.00    0.00     630         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__adjacent_find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [170]
                0.00    0.00    3968/1955932     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [72]
                0.00    0.00    3885/927615      bool __gnu_cxx::__ops::_Iter_equal_to_iter::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const [99]
                0.00    0.00    3968/6831457     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [85]
                0.00    0.00     630/1890        bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [181]
-----------------------------------------------
                0.00    0.00     101/2291        void std::vector<mbr, std::allocator<mbr> >::_M_realloc_insert<mbr>(__gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > >, mbr&&) [184]
                0.00    0.00    2190/2291        void std::vector<mbr, std::allocator<mbr> >::_M_realloc_insert<mbr const&>(__gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > >, mbr const&) [173]
[171]    0.0    0.00    0.00    2291         std::vector<mbr, std::allocator<mbr> >::_M_check_len(unsigned int, char const*) const [171]
                0.00    0.00    9164/21658755     std::vector<mbr, std::allocator<mbr> >::size() const [13]
                0.00    0.00    4582/4582        std::vector<mbr, std::allocator<mbr> >::max_size() const [318]
                0.00    0.00    2291/14412       unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [282]
-----------------------------------------------
                0.00    0.00  655464/655464      getCMBRLayerWCount(std::vector<mbr, std::allocator<mbr> >, std::vector<mbr, std::allocator<mbr> >) [3]
[172]    0.0    0.00    0.00  655464         std::vector<mbr, std::allocator<mbr> >::push_back(mbr const&) [172]
                0.00    0.00    2190/2190        void std::vector<mbr, std::allocator<mbr> >::_M_realloc_insert<mbr const&>(__gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > >, mbr const&) [173]
                0.00    0.00  653274/655464      void std::allocator_traits<std::allocator<mbr> >::construct<mbr, mbr const&>(std::allocator<mbr>&, mbr*, mbr const&) [240]
                0.00    0.00    2190/2291        std::vector<mbr, std::allocator<mbr> >::end() [357]
-----------------------------------------------
                0.00    0.00    2190/2190        std::vector<mbr, std::allocator<mbr> >::push_back(mbr const&) [172]
[173]    0.0    0.00    0.00    2190         void std::vector<mbr, std::allocator<mbr> >::_M_realloc_insert<mbr const&>(__gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > >, mbr const&) [173]
                0.00    0.00    2190/2291        std::vector<mbr, std::allocator<mbr> >::_M_check_len(unsigned int, char const*) const [171]
                0.00    0.00    6570/10506       std::_Vector_base<mbr, std::allocator<mbr> >::_M_get_Tp_allocator() [287]
                0.00    0.00    4380/9164        __gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > >::base() const [291]
                0.00    0.00    4380/4582        mbr* std::__uninitialized_move_if_noexcept_a<mbr*, mbr*, std::allocator<mbr> >(mbr*, mbr*, mbr*, std::allocator<mbr>&) [323]
                0.00    0.00    2190/2291        std::vector<mbr, std::allocator<mbr> >::begin() [358]
                0.00    0.00    2190/2291        __gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > >::difference_type __gnu_cxx::operator-<mbr*, std::vector<mbr, std::allocator<mbr> > >(__gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > > const&, __gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > > const&) [356]
                0.00    0.00    2190/3216        std::_Vector_base<mbr, std::allocator<mbr> >::_M_allocate(unsigned int) [334]
                0.00    0.00    2190/2836403     mbr const& std::forward<mbr const&>(std::remove_reference<mbr const&>::type&) [191]
                0.00    0.00    2190/655464      void std::allocator_traits<std::allocator<mbr> >::construct<mbr, mbr const&>(std::allocator<mbr>&, mbr*, mbr const&) [240]
                0.00    0.00    2190/4230        void std::_Destroy<mbr*, mbr>(mbr*, mbr*, std::allocator<mbr>&) [326]
                0.00    0.00    2190/4005        std::_Vector_base<mbr, std::allocator<mbr> >::_M_deallocate(mbr*, unsigned int) [327]
-----------------------------------------------
                0.00    0.00    4895/4895        void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [24]
[174]    0.0    0.00    0.00    4895         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned int, char const*) const [174]
                0.00    0.00   19580/17747019     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [29]
                0.00    0.00    9790/9790        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [289]
                0.00    0.00    4895/14412       unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [282]
-----------------------------------------------
                0.00    0.00     148/7108        void std::vector<int, std::allocator<int> >::_M_range_insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::forward_iterator_tag) [73]
                0.00    0.00    6960/7108        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [152]
[175]    0.0    0.00    0.00    7108         std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const [175]
                0.00    0.00   28432/19768061     std::vector<int, std::allocator<int> >::size() const [45]
                0.00    0.00   14216/14216       std::vector<int, std::allocator<int> >::max_size() const [283]
                0.00    0.00    7108/14412       unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [282]
-----------------------------------------------
                0.00    0.00     630/630         std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [168]
[176]    0.0    0.00    0.00     630         std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [176]
                0.00    0.00    1094/335338      std::vector<int, std::allocator<int> >::end() [110]
                0.00    0.00    1177/1955932     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [72]
                0.00    0.00     547/298276      std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [111]
                0.00    0.00     547/452404      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [148]
                0.00    0.00     547/12342802     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [84]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[177]    0.0    0.00    0.00       1         getMBRList(table_row*) [177]
                0.00    0.00    1676/18551882     std::vector<int, std::allocator<int> >::operator[](unsigned int) [18]
                0.00    0.00    1676/1676        getMBR(float, float) [178]
                0.00    0.00    1676/1676        std::vector<mbr, std::allocator<mbr> >::push_back(mbr&&) [183]
                0.00    0.00    1676/1985        std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::operator[](unsigned int) [363]
                0.00    0.00       1/1           std::allocator<std::vector<mbr, std::allocator<mbr> > >::allocator() [580]
                0.00    0.00       1/1           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::vector(unsigned int, std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [586]
                0.00    0.00       1/2           std::allocator<std::vector<mbr, std::allocator<mbr> > >::~allocator() [555]
-----------------------------------------------
                0.00    0.00    1676/1676        getMBRList(table_row*) [177]
[178]    0.0    0.00    0.00    1676         getMBR(float, float) [178]
                0.00    0.00    1676/21289534     mbr::mbr() [20]
-----------------------------------------------
                0.00    0.00     463/463         void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [153]
[179]    0.0    0.00    0.00     463         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move_backward<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [179]
                0.00    0.00     463/463         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [180]
                0.00    0.00     926/388922      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [246]
-----------------------------------------------
                0.00    0.00     463/463         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move_backward<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [179]
[180]    0.0    0.00    0.00     463         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [180]
                0.00    0.00     463/1331076     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [96]
                0.00    0.00    1389/520633      int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [150]
                0.00    0.00     463/463         int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [446]
-----------------------------------------------
                0.00    0.00     630/1890        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__adjacent_find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [170]
                0.00    0.00     630/1890        void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [153]
                0.00    0.00     630/1890        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__unique<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [42]
[181]    0.0    0.00    0.00    1890         bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [181]
                0.00    0.00    3780/12342802     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [84]
-----------------------------------------------
                0.00    0.00    1676/1676        std::vector<mbr, std::allocator<mbr> >::push_back(mbr&&) [183]
[182]    0.0    0.00    0.00    1676         void std::vector<mbr, std::allocator<mbr> >::emplace_back<mbr>(mbr&&) [182]
                0.00    0.00     101/101         void std::vector<mbr, std::allocator<mbr> >::_M_realloc_insert<mbr>(__gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > >, mbr&&) [184]
                0.00    0.00    1676/937651      mbr&& std::forward<mbr>(std::remove_reference<mbr>::type&) [225]
                0.00    0.00    1575/1676        void std::allocator_traits<std::allocator<mbr> >::construct<mbr, mbr>(std::allocator<mbr>&, mbr*, mbr&&) [370]
                0.00    0.00     101/2291        std::vector<mbr, std::allocator<mbr> >::end() [357]
-----------------------------------------------
                0.00    0.00    1676/1676        getMBRList(table_row*) [177]
[183]    0.0    0.00    0.00    1676         std::vector<mbr, std::allocator<mbr> >::push_back(mbr&&) [183]
                0.00    0.00    1676/1676        void std::vector<mbr, std::allocator<mbr> >::emplace_back<mbr>(mbr&&) [182]
                0.00    0.00    1676/1676        std::remove_reference<mbr&>::type&& std::move<mbr&>(mbr&) [371]
-----------------------------------------------
                0.00    0.00     101/101         void std::vector<mbr, std::allocator<mbr> >::emplace_back<mbr>(mbr&&) [182]
[184]    0.0    0.00    0.00     101         void std::vector<mbr, std::allocator<mbr> >::_M_realloc_insert<mbr>(__gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > >, mbr&&) [184]
                0.00    0.00     101/2291        std::vector<mbr, std::allocator<mbr> >::_M_check_len(unsigned int, char const*) const [171]
                0.00    0.00     303/10506       std::_Vector_base<mbr, std::allocator<mbr> >::_M_get_Tp_allocator() [287]
                0.00    0.00     202/9164        __gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > >::base() const [291]
                0.00    0.00     202/4582        mbr* std::__uninitialized_move_if_noexcept_a<mbr*, mbr*, std::allocator<mbr> >(mbr*, mbr*, mbr*, std::allocator<mbr>&) [323]
                0.00    0.00     101/2291        std::vector<mbr, std::allocator<mbr> >::begin() [358]
                0.00    0.00     101/2291        __gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > >::difference_type __gnu_cxx::operator-<mbr*, std::vector<mbr, std::allocator<mbr> > >(__gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > > const&, __gnu_cxx::__normal_iterator<mbr*, std::vector<mbr, std::allocator<mbr> > > const&) [356]
                0.00    0.00     101/3216        std::_Vector_base<mbr, std::allocator<mbr> >::_M_allocate(unsigned int) [334]
                0.00    0.00     101/937651      mbr&& std::forward<mbr>(std::remove_reference<mbr>::type&) [225]
                0.00    0.00     101/1676        void std::allocator_traits<std::allocator<mbr> >::construct<mbr, mbr>(std::allocator<mbr>&, mbr*, mbr&&) [370]
                0.00    0.00     101/4230        void std::_Destroy<mbr*, mbr>(mbr*, mbr*, std::allocator<mbr>&) [326]
                0.00    0.00     101/4005        std::_Vector_base<mbr, std::allocator<mbr> >::_M_deallocate(mbr*, unsigned int) [327]
-----------------------------------------------
                0.00    0.00      13/6412737     void std::_Construct<std::vector<mbr, std::allocator<mbr> >>(std::vector<mbr, std::allocator<mbr> >*) [544]
                0.00    0.00      13/6412737     void std::_Construct<std::vector<mbr, std::allocator<mbr> >, std::vector<mbr, std::allocator<mbr> > const&>(std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> > const&) [154]
                0.00    0.00     225/6412737     void __gnu_cxx::new_allocator<cmbr>::construct<cmbr, cmbr const&>(cmbr*, cmbr const&) [68]
                0.00    0.00     225/6412737     void __gnu_cxx::new_allocator<cmbr_comb>::construct<cmbr_comb, cmbr_comb const&>(cmbr_comb*, cmbr_comb const&) [80]
                0.00    0.00     307/6412737     void std::_Construct<cmbr, cmbr>(cmbr*, cmbr&&) [464]
                0.00    0.00     307/6412737     void std::_Construct<cmbr_comb, cmbr_comb>(cmbr_comb*, cmbr_comb&&) [465]
                0.00    0.00     405/6412737     void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [451]
                0.00    0.00    1676/6412737     void __gnu_cxx::new_allocator<mbr>::construct<mbr, mbr>(mbr*, mbr&&) [369]
                0.00    0.00   24114/6412737     void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&) [132]
                0.00    0.00  297717/6412737     void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [65]
                0.00    0.00  424606/6412737     void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [52]
                0.00    0.00  655464/6412737     void __gnu_cxx::new_allocator<mbr>::construct<mbr, mbr const&>(mbr*, mbr const&) [239]
                0.00    0.00  770565/6412737     void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [25]
                0.00    0.00  932522/6412737     void std::_Construct<mbr, mbr>(mbr*, mbr&&) [230]
                0.00    0.00 1523285/6412737     void std::_Construct<mbr, mbr const&>(mbr*, mbr const&) [206]
                0.00    0.00 1781293/6412737     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [200]
[186]    0.0    0.00    0.00 6412737         operator new(unsigned int, void*) [186]
-----------------------------------------------
                0.00    0.00 1098002/5974564     void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_less_iter) [76]
                0.00    0.00 4876562/5974564     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [12]
[187]    0.0    0.00    0.00 5974564         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator--() [187]
-----------------------------------------------
                0.00    0.00    6960/3569546     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [152]
                0.00    0.00 1781293/3569546     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [200]
                0.00    0.00 1781293/3569546     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [201]
[188]    0.0    0.00    0.00 3569546         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [188]
-----------------------------------------------
